Date;Projet;Description;Temps (en heure);Tache
2018-03-01;ODGRhone;Habilitation INAO;3;Forfait
2018-03-02;ODGRhone;désarchivage d'un compte pas top;1;Forfait
2018-03-02;ODGRhone;Habilitation INAO;1;Forfait
2018-03-02;ODGRhone;transfère des groupes comptes;4;TMA
2018-03-05;ODGRhone;gestion des points dans les groupes;2;TMA
2018-03-06;ODGRhone;Habilitation INAO;1,5;Forfait
2018-03-06;ODGRhone;suppression dans les groupes;1;TMA
2018-03-07;ODGRhone;problème export;2;TMA
2018-03-08;ODGRhone;problème export;1;TMA
2018-03-19;ODGRhone;Habilitation INAO;1;Forfait
2018-03-22;ODGRhone;problème inao;1;TMA
2018-03-23;ODGRhone;Estimation;1;TMA
2018-03-23;ODGRhone;ré-import compte;2;TMA
2018-03-27;ODGRhone;ré-import compte;2;TMA
