Date;Projet;Description;Temps (en heure);Tache
2018-08-09;CIVA;Debug des DRM;2;TMA
2018-08-10;CIVA;Debug des DRM;5,5;TMA
2018-08-14;CIVA;Debug des DRM;6;TMA
2018-08-17;CIVA;Popup export des DRM acquitte;2;TMA
2018-08-17;CIVA;Reprise des produits DRM;3;TMA
2018-08-20;CIVA;Interface DRMs multi compte;3;TMA
2018-08-21;CIVA;Interface DRMs trop de produits;1,5;TMA
2018-08-21;CIVA;Reprise des contrats d'achat acheteur;6,5;TMA
2018-08-22;CIVA;Catalogue produit vinssansig;2,5;TMA
2018-08-31;CIVA;DRM Corrections Interfaces, Reprise produits et PDF;24,5;TMA
