2018-03-01;Sancerre;Correction problème code comptable;1;TMA
2018-03-01;IVBD;Correction produit et contrat;1,5;TMA
2018-03-01;ODGRhone;Habilitation INAO;3;Forfait
2018-03-01;VINSI;Intervention DRM télédéclaré;1;TMA
2018-03-02;CIVA;Contrat réservation de numéro;1;TMA
2018-03-02;ODGRhone;Habilitation INAO;1;Forfait
2018-03-05;24ème;Tactical meeting;3;24ème
2018-03-05;24ème;Temps et facturation;3,5;24ème
2018-03-05;AVA;Correction problème dégustation + bug parcellaire;1;TMA
2018-03-06;CIVA;Test fichier ingetel;2;TMA
2018-03-06;IVSO;Catalogue produit avec les alcools et autres;2,5;TMA
2018-03-06;ODGRhone;Habilitation INAO;1,5;Forfait
2018-03-06;Provence;Nom de domaine;0,5;Forfait
2018-03-07;CIVA;Compte de test pour les douanes;0,5;TMA
2018-03-07;IVSO;Catalogue produit réorganisation +correction télétransmission d'une DRM;2;TMA
2018-03-07;Provence;Parcellaire en Parcellaire Affectation;3;Forfait
2018-03-08;IVSO;Catalogue produit réorganisation;1,5;TMA
2018-03-08;Provence;Parcellaire en Parcellaire Affectation;5,5;Forfait
2018-03-09;Provence;Parcellaire en Parcellaire Affectation et Parcellaire Irriguable;6;Forfait
2018-03-09;VINSI;Intervention DRM télédéclaré;1;TMA
2018-03-12;Sancerre;Correction problème de contact;1;TMA
2018-03-12;CIVA;Correction tiers;0,5;TMA
2018-03-12;Provence;Dév;7;Forfait
2018-03-13;IVSO;Transmission DRM;1;TMA
2018-03-13;Provence;Dév;7;Forfait
2018-03-14;CIVA;Test fichier cfg67;1;TMA
2018-03-14;IVSO;Transmission DRM;1;TMA
2018-03-14;Provence;Dév;5;Forfait
2018-03-15;CIVA;Création tiers + test fichier ingetel;1,5;TMA
2018-03-15;Provence;Dév;5,5;Forfait
2018-03-16;CIVA;changement et correction arbre produit;2;TMA
2018-03-16;Provence;Dév;4;Forfait
2018-03-19;CIVA;changement et correction arbre produit et mouvement;3,5;TMA
2018-03-19;ODGRhone;Habilitation INAO;1;Forfait
2018-03-20;VINSI;Réunion;7;Réunion
2018-03-21;ODGProvence;Test import nouveau fichier;3,5;Forfait
2018-03-21;VINSI;Intervention DRM télédéclaré;1;TMA
2018-03-22;IVBD;Saisi des contrats hors interpro par le numéro;3,5;TMA
2018-03-22;ODGProvence;Préparation import;2,5;Forfait
2018-03-23;Aurouze;Estimation;1;TMA
2018-03-23;AVA;Déblocage DRev;0,5;TMA
2018-03-23;CIVA;Test fichier ingetel et cfg67;1,5;TMA
2018-03-23;IVBD;Saisi des contrats hors interpro par le numéro;1;TMA
2018-03-23;ODGProvence;Vérif import;0,5;Forfait
2018-03-23;ODGRhone;Estimation;1;TMA
2018-03-26;AVA;Facturation du VCI;4,5;Facturation 2018
2018-03-26;CIVA;Création d'un acheteur de raisin;0,5;TMA
2018-03-27;AVA;Facturation du VCI;3,5;Facturation 2018
2018-03-27;CIVA;Réunion;3,5;TMA
2018-03-28;Aurouze;Correction paiement et transfert;1;TMA
2018-03-28;AVA;Facturation 2018 import des DR;1,5;Facturation 2018
2018-03-28;CIVA;Test fichier ingetel;1;TMA
2018-03-28;ODGProvence;Exports, cron, et conf envoi de mail;3,5;Forfait
2018-03-29;AVA;Facturation 2018 import des DR et conf;3;Facturation 2018
2018-03-29;Formation;Préparation de la formation Apache;2,5;Formation
2018-03-30;AVA;Facturation 2018 import des DR et conf;1;Facturation 2018
2018-03-30;Formation;Préparation de la formation Apache;3,5;Formation
2018-03-30;IVBD;Réunion;2,5;Réunion
