Date;Projet;Description;Temps (en heure);Tache (pas obligatoire)
2015-03-01;AVA;Stockage des adresses de chais, Remontée de la tournée avec Angular;6;Dégustation
2015-03-02;AVA;Tournées organisation + coordonnées géographique;5;Dégustation
2015-03-03;AVA;Renommage de prélévements en operateurs + Update position;5;Dégustation
2015-03-04;AVA;Organisation de tournée;7;Dégustation
2015-03-05;AVA;Organisation de tournée;7;Dégustation
2015-03-06;AVA;Saisie d'une tournée en js + impression PDF;7;Dégustation
2015-03-08;AVA;Saisie d'une tournée en js;7;Dégustation
2015-03-09;AVA;Saisie affectatione et dégustation;7:Dégustation
2015-03-10;CIVA;Réunion de tournée chez les opérateurs pour la DRM;7;TMA
2015-03-11;AVA;Accompagnement de la première dégustation;3,5;Dégustation
2015-03-11;CIVA;Réunion avec les Douanes;3.5;TMA
2015-03-12;AVA;Réunion facturation + point global;7;Facturation
2015-03-16;AVA;Saisie Papier,Fixe bug bad save autorisation acheteur;5;Parcellaire
2015-03-17;AVA;Tirage au sort des opérateurs en mode aléatoire, Suppression possible d'un opérateur,3;Dégustation 
2015-03-18;AVA;Meilleur gestion de l'enregistrement des opérateurs dans la dégustation;5;Dégustation
2015-03-18;CIVA;Mise à jour des tiers;0.5;TMA
2015-03-19;AVA;Prise en compte des opérateurs reportés;Séléction aléatoire d'opérateurs ne peut dépasser le max;7;Dégustation
2015-03-20;AVA;Jour des agents avec le jour même de la dégustation;1;Dégustation
2015-03-23;AVA;Compte rendu de la réunion du 12 mars 2015;1;Facturation
2015-03-24;CIVA;Réunion DRM;3.5;TMA
2015-03-25;AVA;Renommage de "Degustation" en "Tournee";4;Dégustation
2015-03-26;AVA;Utilisation d'objets dégustation externe, Gestions des revisions,  PDF des tournées;7;Dégustation
2015-03-27;AVA;Motif de non prélevement et affectation en mode incrémental;7;Dégustation
2015-03-29;AVA;Tournées en js adapté;5;Dégustation
2015-03-31;AVA;Saisie dégustation et affectation adaptée à la gestion de collisions;7;Dégustation 



