2017-02-01;Sancerre;Fine tuning;7;Dév
2017-02-02;Sancerre;Fine tuning;7;Dév
2017-02-03;Sancerre;Fine tuning;7;Dév
2017-02-06;AVA;Choix de la campagne pour Déclaration de Tirage, ouverture de la DPap, correction DRev;3;TMA
2017-02-06;CIVA;Forcer la cloture d'un contrat;2;TMA
2017-02-06;Sancerre;Passage de env à app;2,5;Dév
2017-02-07;AVA;Corrections;1;TMA
2017-02-07;EliteAuto;Intégration de l'encart de la home;6;Dév
2017-02-08;24ème;Temps de janvier;1,5;24ème
2017-02-08;CIVA;Suppression de contrats;1,5;TMA
2017-02-08;Sancerre;Passage de env à app;4;Dév
2017-02-09;24ème;Tactical meeting;2,5;24ème
2017-02-09;AVA;Corrections;0,5;TMA
2017-02-10;ODG-Rhone;Réunion avant vente;7;Avant-vente
2017-02-13;AVA;Corrections;2;TMA
2017-02-13;Sancerre;Import de l'historique;5;Dév
2017-02-14;AVA;Point téléphonique;1;TMA
2017-02-14;Sancerre;Préparation de la mise en prod;5;Dév
2017-02-15;AVA;Corrections sur le DPap;1,5;TMA
2017-02-15;Sancerre;Corrections;1,5;Dév
2017-02-16;IVBD;Gestion du multi établissements dans les DRM;2;TMA
2017-02-16;IVSO;Gestion du multi établissements dans les DRM;2;TMA
2017-02-17;24ème;Administratif dans git;2,5;24ème
2017-02-17;Sancerre;Test unitaire sur la conf et corrections;4,5;Dév
2017-02-20;Aurouze;Débuggage paiement;1;TMA
2017-02-20;CIVA;Corrections csv récap mairie;1,5;TMA
2017-02-20;Sancerre;Correction synchro compte;3;Dév
2017-02-21;CIVA;Mise à jour de tiers;1;TMA
2017-02-21;EliteAuto;Corrections sur au retour;2;Dév
2017-02-21;Sancerre;Corrections synchro compte;4;Dév
2017-02-22;AVA;Migration d'historique de déclaration d'un opérateur;2;TMA
2017-02-22;Sancerre;Corrections popup vrac;3,5;Dév
2017-02-23;24ème;RDV URSCOP;3,5;24ème
2017-02-23;Sancerre;Correction synchro compte;2,5;Dév
2017-02-24;CIVA;Mise à jour de tiers;1;TMA
2017-02-24;EliteAuto;Corrections sur au retour;3,5;Dév
2017-02-27;24ème;Déménagement société et assemblée général en git;5;24ème
2017-02-28;Aurouze; Travaille avec valérie et mise à jour des heures précédentes des passages;7;TMA
