2018-05-03;24ème;Tactical;3;24ème
2018-05-03;24ème;Temps + facturation;2,5;24ème
2018-05-03;Sancerre;Tâche de réplication;1,5;Admin sys
2018-05-04;AVA;Date de facturation dans l'édition d'une facture, facture regenéré à la date du jour, correction dégustation;2,5;TMA
2018-05-04;CIVA;Rattachement de comptes;0,5;TMA
2018-05-04;IVBD;Export vers Bordeaux;2,5;TMA
2018-05-04;OpenODG;Réplications;2;Admin sys
2018-05-09;24ème;Envoi des factures;1;24ème
2018-05-09;24ème;Sysnove;2,5;Admin sys
2018-05-09;VINSI;Problème de transmission;1,5;TMA
2018-05-14;AVA;Correction DRev;0,5;TMA
2018-05-14;ODGRhone;Bug email de création;3;TMA Non facturable
2018-05-14;VINSI;Problème de transmission;1;TMA
2018-05-15;IVBD;Export des contrats bordeaux;3,5;TMA
2018-05-15;OpenODG;Générisation envoi des mails de compte;2;OpenODG
2018-05-16;AVA;Génération d'abonnements, Correction DPap, Génération d'abonnement depuis l'interface;3;TMA
2018-05-16;CIVA;Correction données tiers;0,5;TMA
2018-05-16;IVBD;Export des contrats bordeaux;3,5;TMA
2018-05-17;CIVA;Correction dans la DRM;2,5;TMA
2018-05-17;IVBD;Export des contrats bordeaux;1;TMA
2018-05-18;24ème;Sysnove;2,5;Admin sys
2018-05-18;CIVA;Correction dans la DRM;4,5;TMA
2018-05-18;VINSI;Correction DRM télédéclaré;1,0;TMA
2018-05-22;IVBD;Plus de millésime;1;TMA
2018-05-22;OpenODG;Merge ava ;7;OpenODG
2018-05-23;24ème;Sysnove;7;Admin sys
2018-05-24;24ème;Intégration continue;3,5;Admin sys
2018-05-24;AVA;Correction documents facturation et dégustation;1;TMA
2018-05-24;IVBD;Export des contrats bordeaux;3,5;TMA
2018-05-25;24ème;Test unitaire et intégration continue;7;Admin sys
2018-05-28;IVSO;DRM Négociant facturation inversé;7;TMA
2018-05-29;IVSO;DRM Négociant facturation inversé;3,5;TMA
2018-05-30;24ème;Test unitaire et intégration continue;3,5;Admin sys
2018-05-30;CIVA;Test fichier DRM ingetel;1;TMA
2018-05-30;VINSI;Correction drm télédéclarée;2,5;TMA
2018-05-31;CIVA;Mise à niveau DRM par rapport aux autres interprofession;7;TMA
